"date","time","visitor","visitor_pts","home","home_pts","season","date2","home_location","visitor_location"
"Wed, Dec 23, 2015","8:00 pm","Philadelphia 76ers","100","Milwaukee Bucks","113",2016,2015-12-23,"Milwaukee","Philadelphia"
"Fri, Nov 13, 2015","8:00 pm","Philadelphia 76ers","85","Oklahoma City Thunder","102",2016,2015-11-13,"Oklahoma City","Philadelphia"
"Wed, Dec 2, 2015","8:00 pm","New Orleans Pelicans","101","Houston Rockets","108",2016,2015-12-02,"Houston","New Orleans"
"Sat, Dec 26, 2015","10:00 pm","Cleveland Cavaliers","76","Portland Trail Blazers","105",2016,2015-12-26,"Portland","Cleveland"
"Sun, Jan 17, 2016","3:30 pm","Phoenix Suns","87","Minnesota Timberwolves","117",2016,2016-01-17,"Minneapolis","Phoenix"
"Mon, Feb 22, 2016","8:00 pm","Los Angeles Lakers","101","Milwaukee Bucks","108",2016,2016-02-22,"Milwaukee","Los Angeles"
"Sun, Jan 3, 2016","6:00 pm","Miami Heat","97","Washington Wizards","75",2016,2016-01-03,"Washington D.C.","Miami"
"Sun, Feb 21, 2016","6:00 pm","Memphis Grizzlies","85","Toronto Raptors","98",2016,2016-02-21,"Toronto","Memphis"
"Mon, Feb 29, 2016","10:00 pm","Oklahoma City Thunder","131","Sacramento Kings","116",2016,2016-02-29,"Sacramento","Oklahoma City"
"Sat, Oct 31, 2015","10:30 pm","Sacramento Kings","109","Los Angeles Clippers","114",2016,2015-10-31,"Los Angeles","Sacramento"
"Sat, Jan 23, 2016","8:00 pm","Memphis Grizzlies","101","Minnesota Timberwolves","106",2016,2016-01-23,"Minneapolis","Memphis"
"Sat, Jan 2, 2016","9:00 pm","Memphis Grizzlies","87","Utah Jazz","92",2016,2016-01-02,"Salt Lake City","Memphis"
"Sun, Apr 3, 2016","3:30 pm","Charlotte Hornets","103","Cleveland Cavaliers","112",2016,2016-04-03,"Cleveland","Charlotte"
"Sat, Apr 9, 2016","10:30 pm","Oklahoma City Thunder","112","Sacramento Kings","114",2016,2016-04-09,"Sacramento","Oklahoma City"
"Fri, Feb 19, 2016","8:00 pm","Philadelphia 76ers","114","New Orleans Pelicans","121",2016,2016-02-19,"New Orleans","Philadelphia"
"Mon, Dec 21, 2015","7:30 pm","Minnesota Timberwolves","99","Boston Celtics","113",2016,2015-12-21,"Boston","Minnesota"
"Sun, Jan 10, 2016","7:00 pm","Indiana Pacers","103","Houston Rockets","107",2016,2016-01-10,"Houston","Indiana"
"Fri, Mar 25, 2016","7:00 pm","Minnesota Timberwolves","132","Washington Wizards","129",2016,2016-03-25,"Washington D.C.","Minnesota"
"Wed, Dec 23, 2015","7:00 pm","Houston Rockets","101","Orlando Magic","104",2016,2015-12-23,"Orlando","Houston"
"Tue, Mar 15, 2016","8:30 pm","Los Angeles Clippers","87","San Antonio Spurs","108",2016,2016-03-15,"San Antonio","Los Angeles"
"Sat, Dec 19, 2015","8:00 pm","Los Angeles Clippers","97","Houston Rockets","107",2016,2015-12-19,"Houston","Los Angeles"
"Wed, Dec 30, 2015","7:00 pm","Los Angeles Clippers","122","Charlotte Hornets","117",2016,2015-12-30,"Charlotte","Los Angeles"
"Sat, Apr 9, 2016","7:30 pm","Boston Celtics","107","Atlanta Hawks","118",2016,2016-04-09,"Atlanta","Boston"
"Tue, Apr 12, 2016","7:30 pm","Miami Heat","99","Detroit Pistons","93",2016,2016-04-12,"Detroit","Miami"
"Wed, Mar 16, 2016","7:00 pm","Dallas Mavericks","98","Cleveland Cavaliers","99",2016,2016-03-16,"Cleveland","Dallas"
"Sat, Feb 6, 2016","7:30 pm","New Orleans Pelicans","84","Cleveland Cavaliers","99",2016,2016-02-06,"Cleveland","New Orleans"
"Tue, Mar 15, 2016","10:30 pm","Sacramento Kings","106","Los Angeles Lakers","98",2016,2016-03-15,"Los Angeles","Sacramento"
"Mon, Mar 21, 2016","7:00 pm","Philadelphia 76ers","75","Indiana Pacers","91",2016,2016-03-21,"Indianapolis","Philadelphia"
"Mon, Dec 28, 2015","7:00 pm","Los Angeles Clippers","108","Washington Wizards","91",2016,2015-12-28,"Washington D.C.","Los Angeles"
"Sat, Jan 16, 2016","7:30 pm","Boston Celtics","119","Washington Wizards","117",2016,2016-01-16,"Washington D.C.","Boston"
"Fri, Dec 11, 2015","7:00 pm","Detroit Pistons","107","Philadelphia 76ers","95",2016,2015-12-11,"Philadelphia","Detroit"
"Sun, Jan 31, 2016","6:00 pm","Boston Celtics","114","Orlando Magic","119",2016,2016-01-31,"Orlando","Boston"
"Sun, Nov 22, 2015","8:00 pm","Golden State Warriors","118","Denver Nuggets","105",2016,2015-11-22,"Denver","Golden State"
"Mon, Mar 21, 2016","8:00 pm","Washington Wizards","117","Atlanta Hawks","102",2016,2016-03-21,"Atlanta","Washington"
"Tue, Nov 3, 2015","10:00 pm","Memphis Grizzlies","103","Sacramento Kings","89",2016,2015-11-03,"Sacramento","Memphis"
"Thu, Jan 21, 2016","8:00 pm","Los Angeles Clippers","102","Cleveland Cavaliers","115",2016,2016-01-21,"Cleveland","Los Angeles"
"Mon, Dec 7, 2015","7:30 pm","Dallas Mavericks","104","New York Knicks","97",2016,2015-12-07,"New York","Dallas"
"Thu, Mar 17, 2016","8:00 pm","Brooklyn Nets","102","Chicago Bulls","118",2016,2016-03-17,"Chicago","Brooklyn"
"Tue, Apr 12, 2016","7:30 pm","Philadelphia 76ers","98","Toronto Raptors","122",2016,2016-04-12,"Toronto","Philadelphia"
"Mon, Nov 2, 2015","7:00 pm","Cleveland Cavaliers","107","Philadelphia 76ers","100",2016,2015-11-02,"Philadelphia","Cleveland"
"Sat, Jan 23, 2016","10:30 pm","Los Angeles Lakers","103","Portland Trail Blazers","121",2016,2016-01-23,"Portland","Los Angeles"
"Fri, Mar 11, 2016","7:00 pm","Detroit Pistons","103","Charlotte Hornets","118",2016,2016-03-11,"Charlotte","Detroit"
"Thu, Dec 10, 2015","8:00 pm","Los Angeles Clippers","80","Chicago Bulls","83",2016,2015-12-10,"Chicago","Los Angeles"
"Tue, Nov 3, 2015","7:00 pm","Chicago Bulls","105","Charlotte Hornets","130",2016,2015-11-03,"Charlotte","Chicago"
"Sat, Jan 30, 2016","6:30 pm","Detroit Pistons","107","Toronto Raptors","111",2016,2016-01-30,"Toronto","Detroit"
"Tue, Jan 19, 2016","9:00 pm","Oklahoma City Thunder","110","Denver Nuggets","104",2016,2016-01-19,"Denver","Oklahoma City"
"Wed, Mar 9, 2016","7:00 pm","New Orleans Pelicans","113","Charlotte Hornets","122",2016,2016-03-09,"Charlotte","New Orleans"
"Mon, Nov 30, 2015","9:00 pm","Golden State Warriors","106","Utah Jazz","103",2016,2015-11-30,"Salt Lake City","Golden State"
"Sat, Mar 12, 2016","7:00 pm","Miami Heat","104","Toronto Raptors","112",2016,2016-03-12,"Toronto","Miami"
"Fri, Feb 26, 2016","8:00 pm","Chicago Bulls","88","Atlanta Hawks","103",2016,2016-02-26,"Atlanta","Chicago"
"Tue, Jan 26, 2016","7:30 pm","Miami Heat","102","Brooklyn Nets","98",2016,2016-01-26,"Brooklyn","Miami"
"Sun, Jan 24, 2016","6:00 pm","Los Angeles Clippers","94","Toronto Raptors","112",2016,2016-01-24,"Toronto","Los Angeles"
"Sat, Dec 5, 2015","8:00 pm","Sacramento Kings","113","Houston Rockets","120",2016,2015-12-05,"Houston","Sacramento"
"Wed, Nov 25, 2015","7:30 pm","Miami Heat","81","Detroit Pistons","104",2016,2015-11-25,"Detroit","Miami"
"Wed, Dec 9, 2015","8:00 pm","Los Angeles Lakers","122","Minnesota Timberwolves","123",2016,2015-12-09,"Minneapolis","Los Angeles"
"Sat, Dec 19, 2015","7:30 pm","Chicago Bulls","91","New York Knicks","107",2016,2015-12-19,"New York","Chicago"
"Mon, Feb 1, 2016","8:00 pm","Washington Wizards","98","Oklahoma City Thunder","114",2016,2016-02-01,"Oklahoma City","Washington"
"Fri, Nov 13, 2015","8:30 pm","Los Angeles Lakers","82","Dallas Mavericks","90",2016,2015-11-13,"Dallas","Los Angeles"
"Sat, Mar 26, 2016","8:00 pm","San Antonio Spurs","92","Oklahoma City Thunder","111",2016,2016-03-26,"Oklahoma City","San Antonio"
"Wed, Apr 13, 2016","8:00 pm","Miami Heat","88","Boston Celtics","98",2016,2016-04-13,"Boston","Miami"
"Mon, Mar 7, 2016","7:00 pm","San Antonio Spurs","91","Indiana Pacers","99",2016,2016-03-07,"Indianapolis","San Antonio"
"Fri, Apr 8, 2016","8:30 pm","Memphis Grizzlies","93","Dallas Mavericks","103",2016,2016-04-08,"Dallas","Memphis"
"Mon, Dec 7, 2015","7:30 pm","Washington Wizards","114","Miami Heat","103",2016,2015-12-07,"Miami","Washington"
"Sat, Mar 26, 2016","8:30 pm","Charlotte Hornets","115","Milwaukee Bucks","91",2016,2016-03-26,"Milwaukee","Charlotte"
"Wed, Feb 10, 2016","7:30 pm","Los Angeles Clippers","134","Boston Celtics","139",2016,2016-02-10,"Boston","Los Angeles"
"Sat, Dec 12, 2015","8:00 pm","New Orleans Pelicans","94","Chicago Bulls","98",2016,2015-12-12,"Chicago","New Orleans"
"Mon, Dec 14, 2015","8:00 pm","Washington Wizards","95","Memphis Grizzlies","112",2016,2015-12-14,"Memphis","Washington"
"Mon, Jan 25, 2016","9:00 pm","Atlanta Hawks","119","Denver Nuggets","105",2016,2016-01-25,"Denver","Atlanta"
"Tue, Dec 22, 2015","7:30 pm","Detroit Pistons","93","Miami Heat","92",2016,2015-12-22,"Miami","Detroit"
"Mon, Feb 8, 2016","7:00 pm","Chicago Bulls","91","Charlotte Hornets","108",2016,2016-02-08,"Charlotte","Chicago"
"Sun, Dec 27, 2015","6:00 pm","Los Angeles Lakers","96","Memphis Grizzlies","112",2016,2015-12-27,"Memphis","Los Angeles"
"Sun, Nov 8, 2015","3:30 pm","Indiana Pacers","97","Cleveland Cavaliers","101",2016,2015-11-08,"Cleveland","Indiana"
"Sat, Dec 12, 2015","5:00 pm","Los Angeles Clippers","105","Brooklyn Nets","100",2016,2015-12-12,"Brooklyn","Los Angeles"
"Tue, Dec 1, 2015","7:00 pm","Los Angeles Lakers","91","Philadelphia 76ers","103",2016,2015-12-01,"Philadelphia","Los Angeles"
"Sat, Nov 21, 2015","5:00 pm","Sacramento Kings","97","Orlando Magic","91",2016,2015-11-21,"Orlando","Sacramento"
"Mon, Jan 18, 2016","2:00 pm","Utah Jazz","119","Charlotte Hornets","124",2016,2016-01-18,"Charlotte","Utah"
"Fri, Oct 30, 2015","7:00 pm","Utah Jazz","99","Philadelphia 76ers","71",2016,2015-10-30,"Philadelphia","Utah"
"Wed, Nov 25, 2015","8:00 pm","Atlanta Hawks","95","Minnesota Timberwolves","99",2016,2015-11-25,"Minneapolis","Atlanta"
"Mon, Nov 23, 2015","9:00 pm","Oklahoma City Thunder","111","Utah Jazz","89",2016,2015-11-23,"Salt Lake City","Oklahoma City"
"Mon, Mar 21, 2016","8:00 pm","Golden State Warriors","109","Minnesota Timberwolves","104",2016,2016-03-21,"Minneapolis","Golden State"
"Wed, Feb 3, 2016","7:30 pm","Detroit Pistons","95","Boston Celtics","102",2016,2016-02-03,"Boston","Detroit"
"Fri, Nov 27, 2015","8:00 pm","Chicago Bulls","92","Indiana Pacers","104",2016,2015-11-27,"Indianapolis","Chicago"
"Thu, Mar 17, 2016","7:00 pm","Washington Wizards","99","Philadelphia 76ers","94",2016,2016-03-17,"Philadelphia","Washington"
"Tue, Oct 27, 2015","8:00 pm","Cleveland Cavaliers","95","Chicago Bulls","97",2016,2015-10-27,"Chicago","Cleveland"
"Tue, Mar 22, 2016","8:00 pm","Miami Heat","113","New Orleans Pelicans","99",2016,2016-03-22,"New Orleans","Miami"
"Tue, Mar 22, 2016","8:00 pm","Houston Rockets","107","Oklahoma City Thunder","111",2016,2016-03-22,"Oklahoma City","Houston"
"Sat, Jan 30, 2016","8:30 pm","San Antonio Spurs","103","Cleveland Cavaliers","117",2016,2016-01-30,"Cleveland","San Antonio"
"Sun, Feb 7, 2016","2:00 pm","Los Angeles Clippers","100","Miami Heat","93",2016,2016-02-07,"Miami","Los Angeles"
"Tue, Feb 2, 2016","7:30 pm","Boston Celtics","97","New York Knicks","89",2016,2016-02-02,"New York","Boston"
"Mon, Mar 7, 2016","8:00 pm","Sacramento Kings","112","New Orleans Pelicans","115",2016,2016-03-07,"New Orleans","Sacramento"
"Thu, Jan 28, 2016","8:00 pm","Sacramento Kings","105","New Orleans Pelicans","114",2016,2016-01-28,"New Orleans","Sacramento"
"Wed, Feb 10, 2016","8:00 pm","Los Angeles Lakers","111","Cleveland Cavaliers","120",2016,2016-02-10,"Cleveland","Los Angeles"
"Thu, Mar 31, 2016","7:00 pm","Orlando Magic","114","Indiana Pacers","94",2016,2016-03-31,"Indianapolis","Orlando"
"Mon, Mar 28, 2016","8:00 pm","Phoenix Suns","116","Minnesota Timberwolves","121",2016,2016-03-28,"Minneapolis","Phoenix"
"Sat, Jan 16, 2016","9:00 pm","Los Angeles Lakers","82","Utah Jazz","109",2016,2016-01-16,"Salt Lake City","Los Angeles"
"Thu, Nov 5, 2015","8:00 pm","Miami Heat","96","Minnesota Timberwolves","84",2016,2015-11-05,"Minneapolis","Miami"
"Wed, Dec 9, 2015","7:30 pm","San Antonio Spurs","94","Toronto Raptors","97",2016,2015-12-09,"Toronto","San Antonio"
"Wed, Dec 16, 2015","9:00 pm","New Orleans Pelicans","104","Utah Jazz","94",2016,2015-12-16,"Salt Lake City","New Orleans"
"Sat, Jan 9, 2016","9:00 pm","Miami Heat","83","Utah Jazz","98",2016,2016-01-09,"Salt Lake City","Miami"
"Thu, Mar 24, 2016","7:30 pm","Cleveland Cavaliers","95","Brooklyn Nets","104",2016,2016-03-24,"Brooklyn","Cleveland"
"Tue, Mar 1, 2016","10:30 pm","Atlanta Hawks","105","Golden State Warriors","109",2016,2016-03-01,"San Francisco","Atlanta"
"Thu, Oct 29, 2015","7:00 pm","Memphis Grizzlies","112","Indiana Pacers","103",2016,2015-10-29,"Indianapolis","Memphis"
"Sun, Feb 21, 2016","7:00 pm","Philadelphia 76ers","103","Dallas Mavericks","129",2016,2016-02-21,"Dallas","Philadelphia"
"Fri, Nov 27, 2015","7:00 pm","Cleveland Cavaliers","95","Charlotte Hornets","90",2016,2015-11-27,"Charlotte","Cleveland"
"Wed, Nov 18, 2015","8:00 pm","Portland Trail Blazers","103","Houston Rockets","108",2016,2015-11-18,"Houston","Portland Trail"
"Fri, Dec 4, 2015","7:00 pm","Brooklyn Nets","91","New York Knicks","108",2016,2015-12-04,"New York","Brooklyn"
"Mon, Mar 14, 2016","10:30 pm","New Orleans Pelicans","107","Golden State Warriors","125",2016,2016-03-14,"San Francisco","New Orleans"
"Wed, Apr 6, 2016","10:30 pm","Los Angeles Clippers","91","Los Angeles Lakers","81",2016,2016-04-06,"Los Angeles","Los Angeles"
"Thu, Nov 19, 2015","10:30 pm","Golden State Warriors","124","Los Angeles Clippers","117",2016,2015-11-19,"Los Angeles","Golden State"
"Thu, Jan 7, 2016","10:30 pm","Los Angeles Lakers","115","Sacramento Kings","118",2016,2016-01-07,"Sacramento","Los Angeles"
"Mon, Mar 14, 2016","8:00 pm","Detroit Pistons","81","Washington Wizards","124",2016,2016-03-14,"Washington D.C.","Detroit"
"Sun, Nov 8, 2015","7:00 pm","Phoenix Suns","103","Oklahoma City Thunder","124",2016,2015-11-08,"Oklahoma City","Phoenix"
"Mon, Feb 1, 2016","7:00 pm","Cleveland Cavaliers","111","Indiana Pacers","106",2016,2016-02-01,"Indianapolis","Cleveland"
"Fri, Oct 30, 2015","7:30 pm","Toronto Raptors","113","Boston Celtics","103",2016,2015-10-30,"Boston","Toronto"
"Wed, Dec 23, 2015","7:00 pm","Memphis Grizzlies","91","Washington Wizards","100",2016,2015-12-23,"Washington D.C.","Memphis"
"Sat, Jan 9, 2016","7:30 pm","Brooklyn Nets","89","Detroit Pistons","103",2016,2016-01-09,"Detroit","Brooklyn"
"Fri, Nov 27, 2015","8:00 pm","Philadelphia 76ers","114","Houston Rockets","116",2016,2015-11-27,"Houston","Philadelphia"
"Tue, Mar 8, 2016","7:30 pm","Brooklyn Nets","99","Toronto Raptors","104",2016,2016-03-08,"Toronto","Brooklyn"
"Fri, Apr 1, 2016","9:00 pm","Minnesota Timberwolves","85","Utah Jazz","98",2016,2016-04-01,"Salt Lake City","Minnesota"
"Tue, Mar 1, 2016","10:30 pm","Brooklyn Nets","101","Los Angeles Lakers","107",2016,2016-03-01,"Los Angeles","Brooklyn"
"Sun, Feb 28, 2016","6:00 pm","Portland Trail Blazers","111","Indiana Pacers","102",2016,2016-02-28,"Indianapolis","Portland Trail"
"Fri, Feb 26, 2016","7:30 pm","Orlando Magic","95","New York Knicks","108",2016,2016-02-26,"New York","Orlando"
"Wed, Mar 16, 2016","10:00 pm","New Orleans Pelicans","123","Sacramento Kings","108",2016,2016-03-16,"Sacramento","New Orleans"
"Mon, Mar 14, 2016","10:00 pm","Minnesota Timberwolves","104","Phoenix Suns","107",2016,2016-03-14,"Phoenix","Minnesota"
"Wed, Mar 2, 2016","7:30 pm","Portland Trail Blazers","93","Boston Celtics","116",2016,2016-03-02,"Boston","Portland Trail"
"Wed, Apr 13, 2016","10:30 pm","Los Angeles Clippers","105","Phoenix Suns","114",2016,2016-04-13,"Phoenix","Los Angeles"
"Mon, Feb 22, 2016","10:30 pm","Phoenix Suns","84","Los Angeles Clippers","124",2016,2016-02-22,"Los Angeles","Phoenix"
"Tue, Jan 5, 2016","8:00 pm","Milwaukee Bucks","106","Chicago Bulls","117",2016,2016-01-05,"Chicago","Milwaukee"
"Mon, Jan 25, 2016","10:30 pm","San Antonio Spurs","90","Golden State Warriors","120",2016,2016-01-25,"San Francisco","San Antonio"
"Fri, Mar 4, 2016","10:30 pm","Atlanta Hawks","106","Los Angeles Lakers","77",2016,2016-03-04,"Los Angeles","Atlanta"
"Mon, Feb 1, 2016","9:00 pm","Chicago Bulls","96","Utah Jazz","105",2016,2016-02-01,"Salt Lake City","Chicago"
"Wed, Jan 20, 2016","7:30 pm","Boston Celtics","109","Toronto Raptors","115",2016,2016-01-20,"Toronto","Boston"
"Mon, Jan 18, 2016","5:00 pm","Orlando Magic","81","Atlanta Hawks","98",2016,2016-01-18,"Atlanta","Orlando"
"Thu, Jan 21, 2016","9:00 pm","Memphis Grizzlies","102","Denver Nuggets","101",2016,2016-01-21,"Denver","Memphis"
"Mon, Feb 29, 2016","9:00 pm","Memphis Grizzlies","103","Denver Nuggets","96",2016,2016-02-29,"Denver","Memphis"
"Fri, Jan 8, 2016","8:00 pm","Cleveland Cavaliers","125","Minnesota Timberwolves","99",2016,2016-01-08,"Minneapolis","Cleveland"
"Sun, Dec 27, 2015","7:00 pm","New York Knicks","91","Boston Celtics","100",2016,2015-12-27,"Boston","New York"
"Wed, Feb 3, 2016","8:30 pm","Miami Heat","93","Dallas Mavericks","90",2016,2016-02-03,"Dallas","Miami"
"Fri, Nov 6, 2015","8:00 pm","Miami Heat","87","Indiana Pacers","90",2016,2015-11-06,"Indianapolis","Miami"
"Sat, Nov 14, 2015","10:30 pm","Brooklyn Nets","99","Golden State Warriors","107",2016,2015-11-14,"San Francisco","Brooklyn"
"Sun, Feb 28, 2016","7:30 pm","Miami Heat","98","New York Knicks","81",2016,2016-02-28,"New York","Miami"
"Wed, Nov 4, 2015","10:30 pm","Los Angeles Clippers","108","Golden State Warriors","112",2016,2015-11-04,"San Francisco","Los Angeles"
"Sun, Feb 28, 2016","6:00 pm","Philadelphia 76ers","116","Orlando Magic","130",2016,2016-02-28,"Orlando","Philadelphia"
"Fri, Jan 22, 2016","7:00 pm","Charlotte Hornets","120","Orlando Magic","116",2016,2016-01-22,"Orlando","Charlotte"
"Tue, Dec 22, 2015","9:00 pm","Los Angeles Lakers","111","Denver Nuggets","107",2016,2015-12-22,"Denver","Los Angeles"
"Wed, Apr 6, 2016","7:00 pm","Detroit Pistons","108","Orlando Magic","104",2016,2016-04-06,"Orlando","Detroit"
"Sat, Nov 28, 2015","9:00 pm","New Orleans Pelicans","87","Utah Jazz","101",2016,2015-11-28,"Salt Lake City","New Orleans"
"Sun, Jan 24, 2016","3:30 pm","Dallas Mavericks","104","Houston Rockets","115",2016,2016-01-24,"Houston","Dallas"
"Wed, Feb 3, 2016","10:00 pm","Chicago Bulls","107","Sacramento Kings","102",2016,2016-02-03,"Sacramento","Chicago"
"Sat, Mar 19, 2016","7:00 pm","Brooklyn Nets","103","Detroit Pistons","115",2016,2016-03-19,"Detroit","Brooklyn"
"Fri, Feb 5, 2016","9:00 pm","Chicago Bulls","110","Denver Nuggets","115",2016,2016-02-05,"Denver","Chicago"
"Tue, Nov 17, 2015","10:30 pm","Toronto Raptors","110","Golden State Warriors","115",2016,2015-11-17,"San Francisco","Toronto"
"Sun, Feb 21, 2016","6:00 pm","Indiana Pacers","105","Orlando Magic","102",2016,2016-02-21,"Orlando","Indiana"
"Sun, Nov 29, 2015","6:00 pm","Boston Celtics","91","Orlando Magic","110",2016,2015-11-29,"Orlando","Boston"
"Mon, Dec 28, 2015","8:30 pm","Milwaukee Bucks","93","Dallas Mavericks","103",2016,2015-12-28,"Dallas","Milwaukee"
"Sat, Nov 14, 2015","8:30 pm","Philadelphia 76ers","83","San Antonio Spurs","92",2016,2015-11-14,"San Antonio","Philadelphia"
"Sat, Nov 14, 2015","8:00 pm","Dallas Mavericks","110","Houston Rockets","98",2016,2015-11-14,"Houston","Dallas"
"Sun, Nov 29, 2015","2:00 pm","Milwaukee Bucks","82","Charlotte Hornets","87",2016,2015-11-29,"Charlotte","Milwaukee"
"Sun, Apr 3, 2016","1:00 pm","New Orleans Pelicans","106","Brooklyn Nets","87",2016,2016-04-03,"Brooklyn","New Orleans"
"Wed, Nov 11, 2015","7:00 pm","Los Angeles Lakers","99","Orlando Magic","101",2016,2015-11-11,"Orlando","Los Angeles"
"Fri, Nov 27, 2015","9:00 pm","San Antonio Spurs","91","Denver Nuggets","80",2016,2015-11-27,"Denver","San Antonio"
"Tue, Feb 2, 2016","8:00 pm","Miami Heat","102","Houston Rockets","115",2016,2016-02-02,"Houston","Miami"
"Fri, Feb 19, 2016","7:00 pm","Detroit Pistons","86","Washington Wizards","98",2016,2016-02-19,"Washington D.C.","Detroit"
"Wed, Apr 6, 2016","7:30 pm","Charlotte Hornets","111","New York Knicks","97",2016,2016-04-06,"New York","Charlotte"
"Fri, Dec 4, 2015","8:00 pm","Los Angeles Lakers","87","Atlanta Hawks","100",2016,2015-12-04,"Atlanta","Los Angeles"
"Tue, Dec 8, 2015","8:00 pm","Oklahoma City Thunder","125","Memphis Grizzlies","88",2016,2015-12-08,"Memphis","Oklahoma City"
"Sun, Mar 13, 2016","9:30 pm","New York Knicks","90","Los Angeles Lakers","87",2016,2016-03-13,"Los Angeles","New York"
"Thu, Jan 21, 2016","8:00 pm","Detroit Pistons","99","New Orleans Pelicans","115",2016,2016-01-21,"New Orleans","Detroit"
"Tue, Mar 8, 2016","8:00 pm","San Antonio Spurs","116","Minnesota Timberwolves","91",2016,2016-03-08,"Minneapolis","San Antonio"
"Sat, Mar 12, 2016","7:30 pm","Memphis Grizzlies","83","Atlanta Hawks","95",2016,2016-03-12,"Atlanta","Memphis"
"Sun, Jan 10, 2016","6:00 pm","Boston Celtics","98","Memphis Grizzlies","101",2016,2016-01-10,"Memphis","Boston"
"Fri, Jan 15, 2016","7:30 pm","Portland Trail Blazers","116","Brooklyn Nets","104",2016,2016-01-15,"Brooklyn","Portland Trail"
"Fri, Oct 30, 2015","9:00 pm","Minnesota Timberwolves","95","Denver Nuggets","78",2016,2015-10-30,"Denver","Minnesota"
"Wed, Apr 13, 2016","8:00 pm","Philadelphia 76ers","105","Chicago Bulls","115",2016,2016-04-13,"Chicago","Philadelphia"
"Fri, Dec 18, 2015","10:30 pm","Milwaukee Bucks","112","Golden State Warriors","121",2016,2015-12-18,"San Francisco","Milwaukee"
"Mon, Dec 21, 2015","8:30 pm","Indiana Pacers","92","San Antonio Spurs","106",2016,2015-12-21,"San Antonio","Indiana"
"Wed, Dec 9, 2015","7:00 pm","Miami Heat","81","Charlotte Hornets","99",2016,2015-12-09,"Charlotte","Miami"
"Sat, Feb 6, 2016","8:00 pm","Dallas Mavericks","114","Memphis Grizzlies","110",2016,2016-02-06,"Memphis","Dallas"
"Wed, Nov 18, 2015","9:00 pm","Toronto Raptors","89","Utah Jazz","93",2016,2015-11-18,"Salt Lake City","Toronto"
"Tue, Dec 8, 2015","7:00 pm","Portland Trail Blazers","100","Cleveland Cavaliers","105",2016,2015-12-08,"Cleveland","Portland Trail"
"Thu, Nov 5, 2015","8:00 pm","Oklahoma City Thunder","98","Chicago Bulls","104",2016,2015-11-05,"Chicago","Oklahoma City"
"Mon, Dec 21, 2015","8:00 pm","Brooklyn Nets","105","Chicago Bulls","102",2016,2015-12-21,"Chicago","Brooklyn"
"Sat, Feb 6, 2016","7:30 pm","Brooklyn Nets","98","Philadelphia 76ers","103",2016,2016-02-06,"Philadelphia","Brooklyn"
"Sun, Jan 17, 2016","8:00 pm","Indiana Pacers","126","Denver Nuggets","129",2016,2016-01-17,"Denver","Indiana"
"Tue, Dec 1, 2015","8:00 pm","Memphis Grizzlies","113","New Orleans Pelicans","104",2016,2015-12-01,"New Orleans","Memphis"
"Fri, Dec 11, 2015","8:00 pm","Washington Wizards","105","New Orleans Pelicans","107",2016,2015-12-11,"New Orleans","Washington"
"Sat, Nov 14, 2015","9:00 pm","Denver Nuggets","81","Phoenix Suns","105",2016,2015-11-14,"Phoenix","Denver"
"Tue, Apr 5, 2016","10:30 pm","Minnesota Timberwolves","124","Golden State Warriors","117",2016,2016-04-05,"San Francisco","Minnesota"
"Wed, Mar 16, 2016","9:30 pm","Los Angeles Clippers","122","Houston Rockets","106",2016,2016-03-16,"Houston","Los Angeles"
"Sun, Nov 15, 2015","5:00 pm","Portland Trail Blazers","94","Charlotte Hornets","106",2016,2015-11-15,"Charlotte","Portland Trail"
"Mon, Mar 28, 2016","8:00 pm","Atlanta Hawks","102","Chicago Bulls","100",2016,2016-03-28,"Chicago","Atlanta"
"Wed, Dec 30, 2015","8:30 pm","Phoenix Suns","79","San Antonio Spurs","112",2016,2015-12-30,"San Antonio","Phoenix"
"Sat, Feb 6, 2016","5:00 pm","Portland Trail Blazers","96","Houston Rockets","79",2016,2016-02-06,"Houston","Portland Trail"
"Sat, Apr 9, 2016","10:30 pm","Minnesota Timberwolves","106","Portland Trail Blazers","105",2016,2016-04-09,"Portland","Minnesota"
"Fri, Nov 6, 2015","9:30 pm","Detroit Pistons","100","Phoenix Suns","92",2016,2015-11-06,"Phoenix","Detroit"
"Sat, Dec 12, 2015","8:30 pm","Washington Wizards","114","Dallas Mavericks","111",2016,2015-12-12,"Dallas","Washington"
"Sun, Nov 15, 2015","9:30 pm","Detroit Pistons","85","Los Angeles Lakers","97",2016,2015-11-15,"Los Angeles","Detroit"
"Tue, Dec 15, 2015","7:30 pm","Cleveland Cavaliers","89","Boston Celtics","77",2016,2015-12-15,"Boston","Cleveland"
"Sat, Feb 6, 2016","7:00 pm","Washington Wizards","104","Charlotte Hornets","108",2016,2016-02-06,"Charlotte","Washington"
"Tue, Mar 1, 2016","7:30 pm","Chicago Bulls","111","Miami Heat","129",2016,2016-03-01,"Miami","Chicago"
"Fri, Jan 22, 2016","10:30 pm","Indiana Pacers","110","Golden State Warriors","122",2016,2016-01-22,"San Francisco","Indiana"
"Wed, Mar 9, 2016","9:00 pm","New York Knicks","128","Phoenix Suns","97",2016,2016-03-09,"Phoenix","New York"
